epoch,train_mse,mae,rmse,nrmse_percent,r2,mape_percent,smape_percent
1,0.04205953211900085,0.04963947460055351,0.07314923405647278,7.003176091197152,0.951092826305419,1166137.25,111.0620346069336
2,0.005339393085066943,0.032518453896045685,0.05380755290389061,5.15143832854677,0.9735369763114039,360207.21875,108.16728210449219
3,0.0035097443924701596,0.029971476644277573,0.04924728348851204,4.714846337514557,0.9778324565867316,253453.515625,106.99852752685547
4,0.0027574037642594663,0.03466217592358589,0.05754347890615463,5.509109163997193,0.9697346838495292,182955.15625,107.20858764648438
5,0.0024210884411660755,0.024406205862760544,0.04226885363459587,4.046744015768952,0.9836697093167088,116071.8515625,105.48091125488281
6,0.0021337619524429293,0.024643825367093086,0.04188071936368942,4.009584738829869,0.9839682386072339,145122.21875,104.9944076538086
7,0.0019181878702279101,0.024814145639538765,0.04281743988394737,4.099264676510963,0.9832430720189272,107886.5390625,104.2990951538086
8,0.001802769557701701,0.021313555538654327,0.03748970851302147,3.5891972583287797,0.9871537274825819,93097.9453125,103.15022277832031
9,0.0017199902745716749,0.021473422646522522,0.03806915134191513,3.6446720724928063,0.9867535556916135,105523.65625,102.48889923095703
10,0.0016022018464084001,0.02181864157319069,0.039850592613220215,3.8152240554355683,0.9854848148839345,91417.984375,102.63093566894531
11,0.0015702045861968493,0.021180959418416023,0.0380975566804409,3.6473915485090895,0.9867337799445786,104745.9609375,102.59992218017578
12,0.0014968355095875945,0.021970104426145554,0.04043087363243103,3.870779116432862,0.9850590145498725,101007.2109375,102.93937683105469
13,0.0014896950315426481,0.02299085259437561,0.04085497185587883,3.911381517498004,0.984743926467652,99803.53125,102.93531799316406
14,0.0014558158786422473,0.021782387048006058,0.039763618260622025,3.806897287363154,0.9855481048110865,111073.0078125,102.99411010742188
15,0.0014353116572973258,0.022104410454630852,0.040593378245830536,3.886337015814147,0.9849386682902864,101039.046875,102.98455810546875
16,0.0014023049164840833,0.020580191165208817,0.03733612596988678,3.574493541906052,0.9872587674210627,107841.171875,103.11273193359375
17,0.0013631930676328533,0.023431848734617233,0.04101185128092766,3.926400871464917,0.9846265353643272,110064.3671875,103.62037658691406
18,0.001367304692084485,0.02270784229040146,0.039895884692668915,3.819560237652744,0.9854518034085034,110677.015625,103.431640625
19,0.0013213536313219749,0.022533895447850227,0.04132863134145737,3.9567288246510968,0.9843881256537838,131528.015625,103.44768524169922
20,0.0013443836174469362,0.021512510254979134,0.0376291461288929,3.6025467648585465,0.9870579903363454,132244.21875,103.6427001953125
21,0.0013075643949745658,0.02173301763832569,0.03940229117870331,3.7723044824782574,0.9858095577988264,143624.578125,103.60889434814453
22,0.0012849196748302735,0.022637102752923965,0.039411693811416626,3.773204673621221,0.9858027847393415,128054.03125,103.79293060302734
23,0.001261973006160375,0.02339201420545578,0.0407419353723526,3.900559607889863,0.9848282277541549,119935.0625,103.57127380371094
24,0.0012409137945840175,0.021645264700055122,0.03783564642071724,3.6223167313548874,0.9869155537878741,140945.296875,103.61368560791016
