epoch,train_mse,mae,rmse,nrmse_percent,r2,mape_percent,smape_percent
1,0.04851987190278513,0.05726633220911026,0.08450295031070709,7.436673171436907,0.9417651197408796,1270389.625,106.55693054199219
2,0.005151209917052516,0.040726445615291595,0.06762506067752838,5.951336285990559,0.9627046363320688,530698.625,102.86712646484375
3,0.0031914997180657726,0.0335724838078022,0.05795427784323692,5.100260069288864,0.9726088391547217,342554.6875,100.66191101074219
4,0.002419757774831461,0.030933797359466553,0.0542684830725193,4.775892091768141,0.9759821115499902,265484.5,99.80859375
5,0.0020156209440236644,0.028904004022479057,0.051024988293647766,4.49044867807619,0.9787672958670902,225234.34375,99.0107192993164
6,0.0017428083544863123,0.02852923423051834,0.0518864244222641,4.566259273126808,0.9780443165326586,194982.0,98.84061431884766
7,0.0015647423436998256,0.027338610962033272,0.04972684755921364,4.376205940550226,0.9798339288420291,182110.125,98.3331298828125
8,0.0014694156008772552,0.027278924360871315,0.050491612404584885,4.443508989581282,0.9792088768859081,167464.265625,98.31866455078125
9,0.0013724726658048375,0.02687758021056652,0.04982098937034607,4.384490880645037,0.9797574988396938,167566.5,97.95270538330078
10,0.0013155637425370514,0.026413865387439728,0.049254097044467926,4.334601581686237,0.9802155408884197,161672.15625,97.88651275634766
11,0.0012425018191736723,0.026129426434636116,0.04963212460279465,4.367869856826164,0.9799106809156871,146353.359375,97.61530303955078
12,0.0012217023093918605,0.026067599654197693,0.04888240247964859,4.301890640967631,0.9805130179954484,151360.234375,97.43831634521484
13,0.0011755523887196822,0.02541290409862995,0.048385221511125565,4.2581362826124565,0.9809074067173856,135792.6875,97.2945556640625
14,0.0011773485457524657,0.025273505598306656,0.048173949122428894,4.239543278473442,0.9810737760213809,131478.375,97.21289825439453
15,0.0011549095872656575,0.02544436976313591,0.048086561262607574,4.231852719146779,0.9811423772131043,132520.078125,97.20083618164062
16,0.0011449178447946907,0.025393517687916756,0.04802998527884483,4.226873755701728,0.9811867257263833,133726.921875,97.16654205322266
17,0.001132897161213415,0.025313209742307663,0.04832625761628151,4.2529471713061895,0.9809539106310547,140230.375,97.24351501464844
18,0.0011057034650418375,0.02592778392136097,0.049804575741291046,4.3830464009624865,0.9797708364856211,123351.40625,97.3654556274414
19,0.0010771269968245178,0.025114474818110466,0.047768376767635345,4.2038509264445505,0.9813911118338092,115437.8203125,97.19141387939453
20,0.0010845707646305008,0.02614939771592617,0.04979577660560608,4.3822720339606285,0.9797779822218895,141530.78125,97.45065307617188
21,0.0010719579095686122,0.0265911053866148,0.051435425877571106,4.526569194078165,0.9784243359186624,123867.515625,97.54429626464844
22,0.0010457507617372488,0.025855103507637978,0.049608077853918076,4.365753625244034,0.9799301432256127,128517.859375,97.13362121582031
23,0.0010365494635022645,0.025660600513219833,0.04911477118730545,4.3223402244171965,0.980327312024736,125704.6484375,97.19807434082031
24,0.0010333100400332894,0.025499066337943077,0.04884887486696243,4.298940046972407,0.9805397428367374,116177.328125,97.27080535888672
25,0.001036838027981243,0.025511866435408592,0.0490211546421051,4.314101510294977,0.9804022360781945,124973.6953125,97.13896942138672
26,0.0010192690026347658,0.02616930566728115,0.0507148914039135,4.463158634214364,0.979024591922185,131879.296875,97.46367645263672
27,0.0010027351722653422,0.026152199134230614,0.0506950281560421,4.461410571194082,0.9790410157900173,129013.578125,97.3708724975586
