epoch,train_mse,mae,rmse,nrmse_percent,r2,mape_percent,smape_percent
1,0.027520077689113017,0.03912871330976486,0.0674750804901123,5.597790086283712,0.9650023146376371,451346.875,108.26322937011719
2,0.0033914557972556762,0.029314782470464706,0.05257925018668175,4.362019330712298,0.978748908333304,192707.890625,105.71638488769531
3,0.0023233584530301327,0.02691682055592537,0.04750429093837738,3.940996393620508,0.9826532480667051,148215.65625,105.36831665039062
4,0.0018329332497082332,0.025949086993932724,0.04614083468914032,3.827882903134502,0.9836347222787115,134468.625,104.80049896240234
5,0.0015738804259488725,0.024511121213436127,0.044007278978824615,3.650881306145086,0.9851131960686228,109686.5390625,104.17790222167969
6,0.0014460850795571748,0.024764535948634148,0.04544583708047867,3.770225310205403,0.9841240140705843,104384.4609375,103.60013580322266
7,0.0013242069707435165,0.02419438585639,0.04423917829990387,3.670119871125288,0.9849558878451447,99032.9453125,103.6860122680664
8,0.0012621786067278213,0.02381914295256138,0.044138338416814804,3.6617541086281142,0.9850243939001385,98377.40625,102.98953247070312
9,0.0011972237028117874,0.023810317739844322,0.04495483636856079,3.729491473393828,0.9844652132888009,93161.6484375,102.52825927734375
10,0.0011560048153783139,0.023638088256120682,0.04477078095078468,3.714222079337975,0.9845921574056075,90714.40625,102.53620147705078
11,0.001138681556798645,0.023869985714554787,0.044872257858514786,3.7226406899413598,0.9845222318903424,119866.28125,102.47073364257812
12,0.0011212044419386447,0.024398192763328552,0.04567844420671463,3.789522595303617,0.9839610797137397,114272.921875,102.6932373046875
13,0.001096244534262671,0.02470259740948677,0.04551137238740921,3.7756621750267962,0.9840781926920754,136915.9375,103.12288665771484
