epoch,train_mse,mae,rmse,nrmse_percent,r2,mape_percent,smape_percent
1,0.025847415360184308,0.03876851871609688,0.06801252067089081,5.642376580943371,0.9644425802533148,445798.71875,108.646484375
2,0.0037685947763359444,0.030342569574713707,0.05315388739109039,4.409691722100106,0.9782818642042957,248478.8125,106.30177307128906
3,0.002490550641798311,0.027418585494160652,0.04839838668704033,4.015171337639838,0.9819941247755418,177575.828125,105.30641174316406
4,0.0019861793664928814,0.026108471676707268,0.046995729207992554,3.8988056797757333,0.9830226746952274,141774.71875,104.27542877197266
5,0.0016445088773392714,0.024654174223542213,0.04559071362018585,3.782244391202673,0.9840226319145963,117475.21875,103.48491668701172
6,0.001458545661189108,0.02478126622736454,0.0458073727786541,3.800218619326104,0.9838704127314091,100780.8203125,103.70824432373047
7,0.0013638705962425114,0.024427060037851334,0.04573260620236397,3.794015920544535,0.9839230228329542,91062.3359375,102.7907943725586
8,0.0012918695773626876,0.02421216107904911,0.044789720326662064,3.7157933060746715,0.9845791203885923,99272.96875,103.5125503540039
9,0.0012428115866282303,0.02386871911585331,0.044817227870225906,3.718075355292564,0.9845601720117636,98537.3203125,102.79043579101562
10,0.001194690030792521,0.023654744029045105,0.04475216194987297,3.7126774311810107,0.9846049709118396,99862.3125,102.32359313964844
11,0.0011651117491941804,0.02365330047905445,0.04461940377950668,3.7016637004147546,0.984696173319255,105696.390625,102.55610656738281
12,0.0011534198171371578,0.023734673857688904,0.044908370822668076,3.725636652172976,0.9844973087700454,111470.140625,102.68084716796875
13,0.0011455524826231294,0.02376321144402027,0.04429785534739494,3.6749877689084713,0.9849159528065855,111703.578125,102.49241638183594
14,0.001118965042480387,0.023527780547738075,0.04397669807076454,3.648344287993721,0.9851338774880153,118210.3671875,102.2654037475586
15,0.0010815411209104918,0.02393120899796486,0.04473347216844559,3.711126911012245,0.9846178277858357,118033.4140625,102.37646484375
16,0.001069731747186305,0.023535743355751038,0.044058702886104584,3.6551474772452743,0.9850783834301728,118958.4609375,102.4780502319336
17,0.0010526349134225813,0.0240282341837883,0.045463453978300095,3.771686823037393,0.9841117042976093,127314.5859375,102.18101501464844
18,0.0010335912791669814,0.02303820475935936,0.043802160769701004,3.6338645249985015,0.9852516476547728,107210.0703125,102.00428009033203
19,0.001027132452139233,0.02394643798470497,0.045392170548439026,3.7657730890470935,0.9841614888225393,117809.1640625,102.29119873046875
20,0.0009983720787219766,0.023577390238642693,0.04396308213472366,3.647214698355125,0.9851430814619009,143966.609375,102.27722930908203
21,0.000997388284179804,0.023919593542814255,0.044371020048856735,3.6810575747913816,0.9848660848821096,144646.1875,102.80435180664062
22,0.000989518992495365,0.02388671599328518,0.04551130533218384,3.7756566120682478,0.984078241063812,118230.6875,101.90785217285156
23,0.0009747051363253696,0.02513209730386734,0.04526781663298607,3.755456582418915,0.9842481492906848,185337.046875,103.24495697021484
24,0.0009590794788036718,0.024037402123212814,0.04475193843245506,3.712658887985849,0.9846051243670041,164600.46875,101.85462188720703
25,0.0009400960864921092,0.023718858137726784,0.04415327310562134,3.6629931031181644,0.9850142575193297,127997.828125,102.80375671386719
26,0.0009347599698230624,0.02424308843910694,0.045851029455661774,3.8038404143944247,0.98383965331089,123156.5703125,102.21940612792969
