epoch,train_mse,mae,rmse,nrmse_percent,r2,mape_percent,smape_percent
1,0.02576699657126879,0.04136611148715019,0.06910283118486404,5.732829668835347,0.9632933978944563,588237.9375,109.17858123779297
2,0.0036201412176601905,0.03097325935959816,0.053400278091430664,4.4301325042332875,0.9780800506471431,312027.9375,106.26988220214844
3,0.002401254172675694,0.027903402224183083,0.04912443459033966,4.075404889430142,0.981449840991093,200097.1875,105.6585922241211
4,0.0018525843231930819,0.026368923485279083,0.0466218963265419,3.8677921858678896,0.9832916966104396,175887.53125,105.07274627685547
5,0.001564992244482741,0.026143627241253853,0.0466182678937912,3.867491167999766,0.9832942970082809,160190.8125,104.83584594726562
6,0.001457975544513036,0.02648232690989971,0.04744942858815193,3.936444966368083,0.9826932931926649,166396.5625,104.29019927978516
7,0.0013300811336574773,0.025428753346204758,0.04578119143843651,3.79804659306617,0.983888845699044,180109.921875,103.7679214477539
8,0.0012940044323794353,0.02547048032283783,0.04627188295125961,3.838754778457772,0.9835416283695952,157664.875,104.10029602050781
9,0.0012420340626237865,0.026197191327810287,0.048054736107587814,3.986661793185321,0.9822489170602324,145131.890625,103.8619155883789
10,0.0011960880126422031,0.02602994441986084,0.04626790061593056,3.838424400530642,0.9835444622861649,194213.96875,104.5676498413086
11,0.0011857067827835807,0.024933848530054092,0.04573153704404831,3.793927222261012,0.9839237767648491,150394.375,103.6871109008789
12,0.0011593539578219254,0.025203067809343338,0.04678273946046829,3.881135869106206,0.9831762115912398,154882.09375,102.79885864257812
13,0.0011437785529141498,0.024739321321249008,0.045589640736579895,3.7821553838658972,0.9840233825105094,143994.875,103.0080795288086
14,0.0011093269339086027,0.024850912392139435,0.04644307121634483,3.8529567025788194,0.9834196248418878,133089.953125,102.5858154296875
15,0.0011064272511225098,0.024978281930088997,0.04612952843308449,3.8269449265125757,0.9836427403110544,121458.703125,103.7027587890625
16,0.001098524065166871,0.026290753856301308,0.0474524088203907,3.9366922089702383,0.9826911198004987,182751.828125,103.99595642089844
17,0.0010514790838998225,0.024771979078650475,0.04644598811864853,3.853198691275679,0.9834175415212312,117158.2265625,102.94831085205078
18,0.0010253999215097,0.024287857115268707,0.045549266040325165,3.7788058647131995,0.9840516683004972,101766.0546875,103.0085678100586
19,0.0009977504731410653,0.02460375800728798,0.046300217509269714,3.8411054374977627,0.9835214673633691,112390.5546875,102.80984497070312
20,0.0009965320544627805,0.024503592401742935,0.04570765793323517,3.791946190911243,0.9839405584214753,117272.765625,102.77875518798828
21,0.0009744627710678575,0.024876616895198822,0.04612940549850464,3.826934727755237,0.983642830382564,144118.859375,102.84713745117188
22,0.0009587341601140478,0.024485554546117783,0.04568236693739891,3.7898480283787035,0.9839583275287249,103052.359375,103.4276351928711
23,0.0009463595004521437,0.02402406372129917,0.04552219435572624,3.7765599747258722,0.9840706200133076,111214.8046875,102.75237274169922
24,0.000939003598346956,0.0249639805406332,0.046462249010801315,3.8545477087236883,0.9834059306364509,133827.90625,102.70474243164062
25,0.0009314039777805153,0.02451547607779503,0.045471373945474625,3.7723438702526204,0.9841061665677615,126718.5703125,102.57074737548828
26,0.0009146270249635937,0.024581415578722954,0.044776324182748795,3.714681950577984,0.984588341042387,163636.34375,103.42005157470703
27,0.0009030080032256297,0.024515263736248016,0.04541204124689102,3.7674215790969634,0.9841476178100651,135028.671875,102.94479370117188
28,0.0009064660900129149,0.024487625807523727,0.04512564465403557,3.743661874083101,0.9843469377207953,127190.5546875,103.71012878417969
29,0.0008961690901221437,0.023970894515514374,0.04545855149626732,3.771280108956848,0.9841151303509549,106131.25,102.45354461669922
30,0.0008974198886774416,0.02425411157310009,0.04559386149048805,3.7825055412011994,0.9840204251626118,136352.09375,102.29254913330078
31,0.0008782585625114859,0.024690713733434677,0.045485809445381165,3.77354145160681,0.9840960735547165,122531.9921875,103.29049682617188
32,0.0009017742306598995,0.0253275316208601,0.04598727822303772,3.8151437280584553,0.9837434686146025,157136.71875,103.61650085449219
33,0.0008691662079734234,0.024239642545580864,0.04530887305736542,3.7588626583168554,0.9842195649303228,136826.96875,102.58666229248047
34,0.0008601520546815462,0.0237953532487154,0.04459948092699051,3.700010883619347,0.9847098391688462,131049.5859375,102.2821273803711
35,0.0008615265435212825,0.023801201954483986,0.04471166059374809,3.7093174042177215,0.9846328230241888,117209.5703125,102.64057922363281
36,0.0008640767365662206,0.02498483657836914,0.046602245420217514,3.866161929959929,0.9833057794577604,114218.4921875,102.81556701660156
37,0.0008558110576759801,0.024316858500242233,0.045441288501024246,3.769847956183864,0.9841271915932831,153172.71875,102.75130462646484
38,0.000850538628645496,0.025410303846001625,0.046536121517419815,3.86067623472461,0.9833531220439865,199920.484375,102.95330047607422
39,0.0008333586226018448,0.02449655532836914,0.044835541397333145,3.719594661082808,0.9845475519924779,154409.96875,103.55421447753906
40,0.000846849233071264,0.024850202724337578,0.04663051664829254,3.8685073350946237,0.9832855183720793,142066.328125,102.33293914794922
41,0.0008240999165389081,0.023716485127806664,0.04538176953792572,3.7649102123655718,0.9841687445830327,106653.6015625,101.65104675292969
42,0.000825802165752229,0.02339557372033596,0.04491368308663368,3.7260773621113175,0.9844936425260076,97139.6484375,101.87200164794922
