epoch,train_mse,mae,rmse,nrmse_percent,r2,mape_percent,smape_percent
1,0.04491874031456453,0.051712311804294586,0.08124590665102005,7.150037389927108,0.9461677603972833,946946.5,104.93656158447266
2,0.004747363781955625,0.03754556551575661,0.06475639343261719,5.698879529633878,0.9658016812491124,378585.625,101.5267333984375
3,0.003193632879161409,0.03243862837553024,0.05666700750589371,4.986973979904907,0.9738121400870665,261783.296875,99.74317932128906
4,0.0025247269942026054,0.030188700184226036,0.054300546646118164,4.778713843158908,0.9759537214937858,166109.359375,99.45508575439453
5,0.0021254800892035876,0.028530148789286613,0.05157725140452385,4.53905053452174,0.9783051907647556,139619.171875,98.77751922607422
6,0.0018699150499222534,0.028669411316514015,0.05183687433600426,4.561898623045645,0.9780862318147914,133422.171875,98.90371704101562
7,0.0016991691181569228,0.02708113193511963,0.049647729843854904,4.3692431944090515,0.9798980458099527,108946.6328125,98.27681732177734
8,0.0015926861353883785,0.0275116004049778,0.05165540799498558,4.545928696968384,0.9782393908856902,98352.5546875,98.4090805053711
9,0.001478445589808481,0.025929303839802742,0.04829775169491768,4.250438510722694,0.9809763759906206,87404.0,97.7148208618164
10,0.001362531743611076,0.02554590068757534,0.048203762620687485,4.24216701222275,0.9810503426782246,78004.671875,97.70911407470703
11,0.0012998625935454454,0.02629666030406952,0.05024636536836624,4.421926050193774,0.9794103590425622,78176.2734375,97.830322265625
12,0.0012562434072606265,0.02690736949443817,0.052161525934934616,4.590469552545175,0.9778108838390245,70623.7890625,97.93417358398438
13,0.0012001442739606968,0.02597923018038273,0.05059545859694481,4.452647962715822,0.9791232660812548,71048.2734375,97.0999755859375
14,0.0011948780805271651,0.026601653546094894,0.05191655457019806,4.568910873597183,0.9780188091917541,79550.90625,97.21871948242188
15,0.0011460582010581026,0.02631220407783985,0.05129532888531685,4.514239973147234,0.9785417114499172,72953.0546875,96.72911834716797
16,0.0011408618451761348,0.026419049128890038,0.05115830898284912,4.502181551176308,0.9786561971873816,78562.640625,96.75469970703125
17,0.001129106101247349,0.026296639814972878,0.051476433873176575,4.5301780983781015,0.9783899202973283,90220.9921875,96.79069519042969
18,0.0011126342728467924,0.02562595345079899,0.04963323473930359,4.367967554271783,0.97990978194738,91660.4453125,96.51046752929688
